student_id,study_hours_per_week,attendance_percentage,material_prep_hours,extracurricular_hours,skill_dev_hours,projects_completed,hackathons_participated,internship_experience,coding_platform_rating,previous_gpa,final_score,productivity_index
CSE0577,16.6,87.4,4.7,5.1,7.0,3,2,0,60.8,6.77,66.0,43.5
CSE0578,20.4,94.4,5.4,8.1,5.0,5,0,0,60.6,6.88,81.1,50.9
CSE0579,4.6,78.3,4.7,6.0,11.3,7,0,1,77.2,10.0,74.0,66.6
CSE0580,23.0,74.6,3.7,9.4,1.0,0,3,1,42.8,8.39,68.8,54.5
CSE0581,17.4,80.0,16.5,2.0,8.6,4,2,0,68.8,8.47,75.7,57.3
CSE0582,12.1,87.2,13.3,5.4,11.2,2,4,0,38.4,5.59,74.8,50.5
CSE0583,19.4,62.7,15.7,5.3,8.7,2,2,0,94.7,6.42,72.4,65.6
CSE0584,30.9,52.4,3.1,1.8,2.3,4,1,0,39.0,7.28,66.0,33.4
CSE0585,16.3,73.4,8.3,7.9,18.0,0,2,0,37.4,6.1,62.7,49.3
CSE0586,16.7,65.4,2.8,12.0,10.5,3,2,0,66.0,8.96,65.4,55.7
CSE0587,11.8,73.9,5.2,4.9,17.2,1,2,1,56.6,8.75,67.9,44.2
CSE0588,9.1,78.2,4.3,6.5,8.7,3,1,0,61.5,6.61,46.6,50.9
CSE0589,20.8,74.6,13.0,5.3,5.6,6,1,0,59.5,9.16,68.3,50.1
CSE0590,9.0,97.4,6.4,2.9,11.3,3,2,0,33.2,7.2,63.9,42.2
CSE0591,15.5,83.9,12.3,0.0,8.9,5,1,0,87.3,10.0,87.7,68.9
CSE0592,11.7,83.6,10.4,2.9,4.1,2,4,0,72.9,7.36,69.1,46.9
CSE0593,18.4,87.5,17.2,0.8,17.3,1,2,0,82.2,7.83,77.4,64.1
CSE0594,17.3,66.3,2.1,10.1,6.9,4,2,0,44.4,8.74,55.9,34.6
CSE0595,22.3,92.5,13.0,4.7,0.8,7,1,0,63.3,8.61,84.6,70.4
CSE0596,11.4,79.1,12.6,4.0,16.6,2,1,0,58.9,7.76,64.7,37.6
CSE0597,13.1,88.0,4.1,7.7,7.5,4,1,0,77.6,7.04,69.8,52.5
CSE0598,8.1,67.1,12.0,1.6,7.0,4,1,0,78.2,7.77,64.3,63.5
CSE0599,11.9,61.4,9.3,2.7,1.2,0,3,0,58.9,6.3,55.7,39.1
CSE0600,17.6,89.8,7.1,5.2,18.7,5,0,0,24.6,7.37,70.1,34.3
CSE0601,20.3,84.5,4.7,8.1,3.6,7,2,0,90.6,5.98,76.5,79.2
CSE0602,8.5,69.2,5.1,6.5,10.3,1,0,1,66.1,5.24,52.6,54.0
CSE0603,21.1,69.6,16.2,5.7,14.6,2,0,1,42.8,7.26,69.5,44.6
CSE0604,24.5,93.5,8.0,5.2,12.1,3,0,0,63.1,8.59,73.9,50.2
CSE0605,17.9,65.7,11.1,6.2,9.7,1,0,1,24.8,8.22,49.9,32.6
CSE0606,28.1,99.7,4.8,5.6,1.5,2,3,0,76.1,7.11,78.1,60.6
CSE0607,9.6,69.2,4.9,1.9,6.0,2,3,1,25.6,9.12,66.3,21.3
CSE0608,6.3,87.7,12.3,5.1,10.9,1,2,0,50.6,6.57,63.9,40.5
CSE0609,2.5,76.1,2.6,1.8,6.1,7,3,0,59.9,5.09,54.0,69.4
CSE0610,25.5,87.2,6.3,5.2,11.0,0,1,0,75.8,4.8,66.0,49.0
CSE0611,19.6,73.5,8.1,3.6,13.4,8,1,0,57.1,5.9,77.5,57.4
CSE0612,14.6,78.0,8.4,12.6,14.8,3,2,1,67.7,8.1,74.5,57.8
CSE0613,17.0,80.5,7.3,4.9,3.9,3,1,0,54.4,6.5,70.8,50.4
CSE0614,7.1,68.0,9.6,0.8,21.0,0,0,0,54.4,7.71,52.0,51.9
CSE0615,32.1,88.9,10.8,4.6,13.8,3,1,0,56.7,9.01,83.7,72.4
CSE0616,15.9,73.8,10.9,6.6,10.0,1,1,0,51.2,5.99,56.7,32.9
CSE0617,15.8,77.3,4.1,10.0,15.4,3,0,0,21.3,7.73,53.0,44.4
CSE0618,20.1,68.1,6.9,3.2,21.8,1,2,0,39.6,7.79,64.1,66.4
CSE0619,18.4,49.3,12.8,0.3,2.8,1,3,0,59.9,6.25,59.6,51.8
CSE0620,16.6,77.7,11.6,7.5,8.9,5,2,1,50.0,8.69,72.0,64.2
CSE0621,9.5,100.0,2.5,0.9,0.0,4,5,0,51.9,6.88,41.6,45.2
CSE0622,18.3,89.4,9.4,3.7,11.0,9,3,0,48.5,6.78,84.3,67.9
CSE0623,28.2,79.8,0.1,4.2,11.8,2,2,0,37.7,9.52,65.1,63.4
CSE0624,24.4,76.8,8.2,4.8,9.8,2,5,1,45.1,7.78,82.0,69.1
CSE0625,26.2,80.3,15.6,7.1,6.7,2,1,0,48.9,8.22,77.2,37.5
CSE0626,11.4,86.6,4.2,2.9,0.0,2,1,0,55.1,8.69,69.9,31.6
CSE0627,8.1,65.8,4.7,4.2,11.9,4,0,1,62.9,6.48,62.8,62.9
CSE0628,14.1,93.4,11.1,5.0,17.3,1,1,0,51.4,8.57,69.4,51.3
CSE0629,15.4,88.6,1.8,5.4,7.0,2,2,0,34.4,6.65,55.3,41.5
CSE0630,22.7,88.6,5.5,5.3,12.2,2,0,0,27.0,6.6,73.7,33.6
CSE0631,3.2,85.3,10.4,6.3,2.2,3,3,1,100.0,6.9,57.5,76.1
CSE0632,25.7,80.2,5.5,7.5,12.3,1,2,1,32.4,6.52,72.5,69.0
CSE0633,13.9,88.1,7.1,6.2,8.0,1,0,1,44.6,8.1,63.4,52.5
CSE0634,12.0,87.1,11.0,6.4,6.2,5,1,0,65.3,7.49,66.5,65.8
CSE0635,7.9,75.8,9.7,0.3,6.2,4,0,0,62.2,6.66,58.5,36.7
CSE0636,3.4,73.1,9.1,5.2,8.0,7,3,0,65.4,7.94,64.6,54.0
CSE0637,20.8,81.2,6.6,6.4,11.9,1,1,1,46.1,6.9,71.6,50.0
CSE0638,15.5,98.6,9.5,7.2,3.4,2,2,1,59.8,6.84,71.6,53.3
CSE0639,6.0,65.1,7.5,2.9,8.0,5,0,0,56.2,7.25,56.2,54.9
CSE0640,5.9,62.4,9.8,3.0,9.8,4,2,1,48.8,7.71,60.1,60.6
CSE0641,12.6,82.0,6.0,3.3,4.5,5,3,0,59.9,7.63,62.5,59.4
CSE0642,26.7,80.6,7.3,6.6,19.0,4,2,0,76.1,6.8,83.2,62.4
CSE0643,13.2,82.1,4.0,8.1,5.7,3,0,0,54.6,8.13,56.8,26.5
CSE0644,4.5,82.9,7.9,3.8,6.7,4,0,0,54.7,6.96,50.4,39.9
CSE0645,13.3,77.3,4.8,7.7,5.1,6,1,0,76.4,6.48,62.5,67.2
CSE0646,13.1,97.9,3.5,5.4,19.0,4,2,0,74.2,5.59,70.7,66.0
CSE0647,1.0,60.8,9.0,4.6,12.8,6,0,1,86.7,8.28,62.1,79.2
CSE0648,14.6,70.1,8.9,4.4,5.3,2,1,1,19.9,7.21,62.6,23.8
CSE0649,13.4,78.8,11.1,7.2,15.5,4,3,1,73.1,7.43,74.7,61.7
CSE0650,19.9,60.3,6.3,6.0,11.0,0,0,1,67.0,8.35,67.1,46.4
CSE0651,27.9,77.9,9.6,11.8,11.3,3,1,0,37.3,6.67,74.8,47.3
CSE0652,22.9,99.9,10.2,2.4,8.3,1,2,0,60.0,5.69,69.9,56.5
CSE0653,13.1,80.3,9.8,6.6,6.3,4,1,1,76.0,7.28,70.3,55.9
CSE0654,7.3,82.8,4.7,3.4,11.7,2,2,0,38.4,7.54,62.2,25.2
CSE0655,33.0,64.9,8.6,2.4,7.3,3,1,1,63.9,6.91,79.5,71.4
CSE0656,15.4,72.6,9.5,5.0,19.1,4,0,1,72.4,8.82,77.6,48.6
CSE0657,15.1,75.5,8.0,5.4,3.7,5,0,1,33.6,4.47,53.1,30.9
CSE0658,14.8,76.2,0.0,13.8,17.7,2,2,0,52.2,8.43,77.2,44.2
CSE0659,16.4,95.4,8.6,4.4,9.4,4,0,0,61.0,8.07,68.3,51.1
CSE0660,14.0,86.7,16.9,1.6,11.5,5,0,1,39.1,7.7,64.0,47.9
CSE0661,11.0,66.7,6.6,5.8,14.2,4,0,1,37.4,4.0,58.9,64.3
CSE0662,11.2,83.0,5.1,0.0,6.8,5,1,1,52.3,8.61,65.4,57.1
CSE0663,14.8,86.0,9.5,4.7,14.3,1,0,0,71.0,6.07,63.9,63.8
CSE0664,11.2,93.7,9.2,5.0,0.0,3,3,0,67.9,6.64,61.7,53.1
CSE0665,10.0,99.0,12.8,7.4,6.4,5,1,1,37.8,7.01,79.0,37.0
CSE0666,15.7,67.8,3.0,7.9,5.4,1,0,1,68.0,7.65,62.2,50.6
CSE0667,13.2,70.3,10.9,3.5,3.7,0,0,0,38.3,7.9,57.3,32.1
CSE0668,25.5,64.9,10.4,4.5,8.9,1,2,0,22.8,8.18,68.4,47.4
CSE0669,1.0,77.2,7.4,2.7,11.9,2,2,1,47.7,8.1,58.3,39.7
CSE0670,22.6,85.6,9.4,1.6,13.5,3,3,0,77.5,7.48,88.3,73.2
CSE0671,23.7,91.8,12.1,5.9,11.2,1,0,1,68.1,7.66,78.2,48.5
CSE0672,1.0,79.1,11.5,1.2,6.7,2,0,0,55.0,6.0,40.8,20.8
CSE0673,12.6,76.2,3.4,3.8,11.8,2,4,0,46.7,6.37,65.5,42.4
CSE0674,12.4,81.8,11.3,2.0,10.6,5,3,1,47.2,8.19,76.0,58.2
CSE0675,5.1,70.0,7.7,6.6,14.7,1,0,0,57.2,8.12,56.0,29.9
CSE0676,9.6,100.0,8.3,10.4,13.9,3,2,0,33.6,8.0,70.3,42.7
CSE0677,7.2,60.7,8.3,1.1,10.2,2,3,0,48.0,6.63,51.7,52.7
CSE0678,27.3,82.2,7.4,0.0,5.5,4,1,1,50.7,8.2,77.7,44.4
CSE0679,21.5,100.0,12.8,4.6,6.7,5,1,0,28.0,5.92,71.5,38.3
CSE0680,23.9,80.1,7.7,5.0,7.3,3,2,0,38.2,8.39,68.9,49.1
CSE0681,20.1,77.7,3.5,5.7,8.4,3,2,1,63.2,6.91,76.7,63.9
CSE0682,7.1,75.7,6.4,3.7,11.3,3,0,0,55.2,9.05,51.6,36.2
CSE0683,11.3,77.8,8.7,4.4,13.6,2,0,0,48.8,5.53,70.0,48.5
CSE0684,18.4,96.5,12.9,6.1,9.7,3,0,0,36.8,9.14,78.7,46.1
CSE0685,6.4,53.5,10.4,8.1,10.1,6,2,1,86.5,6.8,55.1,81.6
CSE0686,20.0,98.4,4.6,0.0,10.7,2,1,0,38.2,6.78,65.7,40.0
CSE0687,13.3,62.9,17.9,3.9,7.4,1,0,0,60.0,7.41,60.5,34.8
CSE0688,12.4,76.8,9.1,5.6,5.4,3,1,0,45.2,6.43,60.2,33.7
CSE0689,20.0,74.8,13.1,2.2,1.2,1,2,1,55.7,7.12,62.8,50.5
CSE0690,18.1,87.1,7.4,10.2,6.5,4,0,1,64.2,6.39,70.4,53.5
CSE0691,12.5,60.8,10.1,3.1,12.4,5,3,0,27.6,6.43,59.7,42.6
CSE0692,23.1,85.5,11.4,4.9,6.5,2,3,0,54.9,7.74,71.7,50.9
CSE0693,7.4,100.0,12.9,6.7,8.8,3,4,1,78.8,6.21,69.2,61.5
CSE0694,19.3,63.6,12.2,3.2,12.3,0,0,0,90.2,6.35,71.6,57.7
CSE0695,19.2,82.3,11.5,0.0,12.6,1,0,1,52.4,5.69,58.2,33.2
CSE0696,12.8,72.1,6.7,3.7,4.6,7,2,0,55.8,6.65,65.6,56.4
CSE0697,17.3,85.1,5.7,8.1,15.0,6,2,1,99.2,8.64,89.8,91.8
CSE0698,6.2,80.2,9.3,4.0,15.6,2,0,0,77.7,6.27,58.9,44.9
CSE0699,21.5,72.3,11.7,2.5,4.4,2,1,1,42.7,6.4,66.5,62.6
CSE0700,13.7,85.9,7.1,7.8,5.9,3,1,0,42.6,7.41,68.4,41.7
CSE0701,11.3,100.0,12.3,4.0,16.0,4,3,0,74.1,6.79,73.3,51.4
CSE0702,22.3,77.7,13.8,3.5,9.3,3,1,0,34.8,9.65,71.6,40.9
CSE0703,10.1,88.6,4.3,5.4,0.0,4,1,0,76.8,7.02,57.6,49.0
CSE0704,5.1,64.5,4.7,7.3,3.0,1,2,0,61.7,7.57,55.9,45.2
CSE0705,4.1,68.5,7.4,12.1,8.8,4,0,0,65.4,8.24,63.7,45.3
CSE0706,19.2,85.7,9.2,7.5,4.2,3,2,1,49.9,8.22,65.8,44.5
CSE0707,6.0,97.8,5.9,8.5,7.9,4,1,0,42.4,7.46,65.5,30.6
CSE0708,27.3,84.3,13.4,3.5,10.2,4,1,1,84.2,7.02,90.8,66.0
CSE0709,1.0,76.2,9.7,1.9,17.3,4,2,0,50.1,9.43,70.9,42.4
CSE0710,26.9,80.0,8.2,5.2,8.5,3,1,0,46.8,7.09,75.0,40.4
CSE0711,16.5,65.0,2.3,5.3,15.4,0,1,0,53.4,6.71,57.6,40.3
CSE0712,14.3,87.3,2.7,1.8,17.1,4,0,1,58.9,6.49,74.0,62.4
CSE0713,11.2,90.6,9.1,4.5,17.2,3,0,1,34.4,5.3,67.0,60.4
CSE0714,17.8,74.6,0.0,6.2,11.4,6,1,0,43.7,8.1,78.1,60.2
CSE0715,14.7,74.4,12.1,6.1,0.2,1,3,1,42.6,4.62,63.6,56.8
CSE0716,22.7,83.2,7.4,6.5,12.3,3,0,0,71.9,7.19,74.7,67.4
CSE0717,15.8,74.8,21.0,5.9,15.2,3,2,0,37.3,6.97,66.2,57.8
CSE0718,16.1,79.2,17.2,3.5,9.6,3,2,0,19.9,9.66,68.3,34.9
CSE0719,12.5,100.0,7.3,3.5,18.7,3,3,0,15.7,5.19,56.8,46.0
CSE0720,14.6,77.0,7.6,1.4,14.3,2,2,0,25.6,6.21,58.6,35.9
CSE0721,17.2,75.7,12.0,10.4,12.8,3,1,1,82.2,7.05,81.2,67.6
CSE0722,3.0,72.2,14.8,5.0,15.4,3,0,0,55.3,6.98,58.0,43.1
CSE0723,5.6,88.9,1.4,4.3,11.7,3,1,1,65.0,6.6,65.0,59.1
CSE0724,20.2,77.8,0.9,2.2,0.0,2,2,0,65.7,7.11,63.4,51.7
CSE0725,16.2,72.2,5.5,13.8,7.5,2,0,0,56.1,5.81,56.0,45.8
CSE0726,13.7,95.9,10.3,1.8,16.0,2,4,1,53.5,7.59,77.8,63.3
CSE0727,15.1,97.0,10.0,3.7,6.0,5,2,1,75.9,4.65,75.1,68.4
CSE0728,17.4,72.8,12.3,6.2,8.9,2,2,1,57.9,7.17,71.5,63.2
CSE0729,11.2,57.6,3.2,6.8,4.8,6,3,0,83.0,6.54,61.6,52.0
CSE0730,9.6,92.1,0.0,7.9,18.9,4,1,1,67.4,8.32,66.8,54.8
CSE0731,16.4,71.8,11.4,10.4,18.4,3,3,1,42.6,9.13,75.6,75.7
CSE0732,8.2,89.5,4.7,6.5,5.6,3,0,0,45.1,6.84,66.9,34.4
CSE0733,17.9,56.4,0.0,1.8,10.7,0,5,0,40.5,8.73,67.2,47.2
CSE0734,3.1,90.7,8.6,4.2,6.6,5,1,0,79.4,6.85,53.3,49.1
CSE0735,22.2,65.5,11.2,5.9,13.1,2,2,0,46.9,6.14,55.3,51.3
CSE0736,18.3,88.8,7.5,11.2,12.5,3,0,0,39.0,9.12,71.8,51.5
CSE0737,16.8,80.2,6.2,0.8,14.1,3,0,1,61.4,7.77,74.9,43.4
CSE0738,21.9,68.6,7.4,8.6,11.7,4,1,0,53.1,7.2,67.0,56.9
CSE0739,26.7,75.1,6.5,5.5,24.7,2,0,1,60.9,7.96,87.4,70.2
CSE0740,22.1,88.2,2.6,7.5,4.9,5,1,1,92.8,7.5,78.7,76.3
CSE0741,2.1,81.3,5.1,4.7,1.4,1,2,0,73.3,7.12,50.0,43.1
CSE0742,6.0,87.0,10.1,2.5,8.0,4,0,0,55.5,5.74,60.5,44.0
CSE0743,10.6,100.0,9.3,7.3,2.2,0,1,0,26.8,6.9,52.9,19.8
CSE0744,15.2,61.2,8.7,7.0,2.5,6,2,1,45.0,7.89,63.9,45.1
CSE0745,18.6,99.4,4.0,7.9,5.0,2,1,1,69.2,7.06,75.3,79.5
CSE0746,9.9,81.3,7.3,5.0,5.4,2,4,0,31.6,8.19,60.1,38.7
CSE0747,16.3,69.2,0.0,3.2,5.2,1,3,1,97.8,7.62,77.1,66.6
CSE0748,9.7,64.0,8.7,0.3,12.6,4,3,0,55.3,6.23,63.9,59.8
CSE0749,10.7,77.7,13.7,7.5,7.5,1,0,1,56.0,5.75,63.4,58.4
CSE0750,5.2,91.1,2.1,6.3,9.1,4,1,0,41.7,7.03,54.8,34.7
CSE0751,8.5,78.5,5.7,2.1,14.5,3,1,0,64.9,6.62,64.9,40.8
CSE0752,5.5,98.1,9.3,3.4,6.2,2,3,0,31.8,7.57,57.6,23.8
CSE0753,8.2,62.6,13.0,3.6,8.7,3,3,0,98.3,6.41,66.2,80.7
CSE0754,22.4,79.9,6.2,0.6,11.8,3,2,0,81.3,6.52,69.0,54.9
CSE0755,8.4,65.0,5.2,2.5,0.3,3,6,1,74.7,8.36,69.9,64.7
CSE0756,33.4,84.4,0.1,1.6,0.0,1,1,0,27.2,7.36,67.7,26.0
CSE0757,18.5,90.6,8.4,3.8,11.7,2,0,0,59.1,6.43,78.6,33.6
CSE0758,16.3,75.0,16.2,2.8,12.5,4,0,0,79.2,7.22,86.3,54.6
CSE0759,9.0,48.7,9.1,0.1,20.3,2,0,1,66.9,8.72,66.5,45.1
CSE0760,19.9,82.4,7.9,11.1,10.8,5,2,1,35.0,7.52,75.2,53.0
CSE0761,11.0,85.2,9.3,8.8,14.1,4,4,1,42.0,7.85,68.2,81.9
CSE0762,15.9,84.9,8.0,2.7,9.0,4,1,0,46.0,6.37,69.3,49.3
CSE0763,32.9,94.8,4.7,5.8,11.5,3,0,0,42.9,8.33,82.2,60.9
CSE0764,14.3,67.1,11.3,6.3,18.3,1,2,1,85.6,9.75,80.9,78.5
CSE0765,23.0,88.2,8.9,8.6,0.0,0,0,0,16.6,6.33,67.9,23.1
CSE0766,10.1,94.3,8.1,2.5,12.1,2,0,0,68.1,5.9,57.4,41.3
CSE0767,14.8,58.7,4.1,8.3,20.7,1,1,0,29.2,7.39,52.8,47.0
CSE0768,27.4,83.8,13.2,3.4,11.4,1,1,1,35.8,8.16,77.7,50.8
CSE0769,10.6,73.9,10.7,1.0,18.3,4,1,1,14.8,7.1,67.4,36.0
CSE0770,27.7,79.0,5.8,7.2,6.9,1,1,1,44.0,6.04,72.8,52.4
CSE0771,20.0,84.2,12.0,8.9,9.8,3,3,0,85.2,7.08,74.4,64.7
CSE0772,11.1,74.2,6.0,12.8,10.2,5,1,0,60.3,7.86,68.8,54.8
CSE0773,19.4,71.9,4.9,1.4,0.0,4,1,1,31.0,6.75,53.3,35.8
CSE0774,21.8,80.4,5.0,7.1,4.2,5,2,0,75.3,7.87,69.6,51.9
CSE0775,19.4,67.0,0.9,3.8,4.5,4,1,0,79.6,8.48,65.3,35.1
CSE0776,4.0,67.0,9.9,7.4,14.1,4,1,0,57.1,7.46,55.2,40.5
CSE0777,9.9,88.2,0.7,0.6,14.4,2,1,0,95.7,7.17,69.4,76.6
CSE0778,13.3,66.2,3.1,1.2,11.6,0,0,0,71.4,8.11,58.9,40.8
CSE0779,14.5,88.0,0.0,2.7,14.1,2,2,0,68.7,6.26,73.7,63.8
CSE0780,19.3,85.6,7.7,5.2,9.2,5,0,0,38.9,6.15,64.7,24.8
CSE0781,16.2,59.3,7.4,3.1,16.0,6,2,0,67.5,6.91,68.6,56.8
CSE0782,5.7,71.9,6.7,7.0,10.0,1,1,1,59.3,6.66,61.9,34.1
CSE0783,17.7,94.3,3.8,8.1,10.3,0,2,0,65.4,6.32,66.2,51.6
CSE0784,19.3,68.2,3.3,6.8,8.7,4,0,0,41.3,9.21,72.6,66.9
CSE0785,18.9,74.4,9.9,9.9,13.4,4,2,1,57.6,9.59,83.0,71.1
CSE0786,22.6,85.5,5.8,6.2,7.9,5,3,1,38.7,6.81,62.4,76.7
CSE0787,20.8,89.4,9.3,1.3,14.9,3,2,0,12.1,7.3,76.5,38.2
CSE0788,18.2,77.0,4.5,9.1,4.3,1,0,1,75.0,6.99,69.5,66.1
CSE0789,14.5,72.8,8.7,3.2,4.5,5,1,0,25.0,8.42,66.2,54.9
CSE0790,3.4,97.1,13.2,7.7,13.4,2,0,0,57.1,8.64,54.3,40.5
CSE0791,18.0,100.0,10.3,9.7,9.6,4,2,0,61.7,5.25,70.0,55.1
CSE0792,16.5,91.7,6.4,6.4,7.7,1,3,0,61.5,7.72,66.3,41.4
CSE0793,16.9,81.0,9.0,0.5,14.5,4,1,1,49.3,5.76,64.7,51.8
CSE0794,6.1,70.3,7.0,2.2,7.0,6,1,0,60.4,9.13,70.3,48.0
CSE0795,7.4,70.0,8.0,9.0,9.0,1,1,0,64.4,7.68,56.6,64.4
CSE0796,22.4,86.3,6.7,4.5,17.0,3,4,1,69.7,6.29,81.8,65.7
CSE0797,14.7,85.0,7.3,5.2,17.7,2,1,0,89.7,6.93,75.3,65.8
CSE0798,19.8,96.8,8.8,7.3,17.9,2,1,1,59.7,6.88,81.9,45.8
CSE0799,15.2,87.8,4.0,7.1,8.6,4,0,1,56.3,7.78,50.0,48.3
CSE0800,15.2,62.0,3.9,5.8,16.2,5,1,0,36.9,8.35,60.1,53.5
CSE0801,21.6,92.6,2.4,4.4,5.3,1,1,1,63.7,5.94,59.8,57.2
CSE0802,11.4,68.0,1.6,4.1,5.5,2,2,0,68.3,9.22,61.7,54.5
CSE0803,15.7,75.4,3.1,7.6,0.0,4,0,0,51.2,8.97,58.6,43.5
CSE0804,11.8,83.0,8.6,6.7,18.4,4,1,0,65.9,6.24,68.4,65.2
CSE0805,12.0,100.0,4.4,4.2,5.7,4,1,0,49.1,7.28,52.2,43.1
CSE0806,12.8,100.0,10.1,8.2,9.4,6,0,0,68.4,9.08,74.5,46.0
CSE0807,16.6,87.3,8.1,4.6,5.4,3,1,0,73.3,8.56,76.9,35.1
CSE0808,11.6,77.8,0.1,2.4,13.5,4,2,0,73.0,6.83,70.6,54.5
CSE0809,23.8,86.4,10.6,2.7,8.1,4,2,0,57.4,8.1,82.2,55.5
CSE0810,8.7,90.7,11.2,2.1,3.5,1,2,1,34.2,10.0,57.7,46.6
CSE0811,13.7,76.2,4.0,4.2,12.2,2,1,1,42.8,7.32,68.9,46.1
CSE0812,11.9,100.0,9.7,8.7,2.8,1,3,1,66.9,6.5,72.8,53.7
CSE0813,25.1,82.8,4.6,2.6,5.8,2,3,1,100.0,7.39,80.0,79.7
CSE0814,16.4,86.0,8.4,5.6,0.0,1,1,0,48.2,7.47,49.7,33.1
CSE0815,22.2,88.0,2.9,3.0,2.9,8,0,0,64.1,6.62,76.0,63.0
CSE0816,4.6,85.1,0.8,4.2,10.9,2,1,0,43.9,7.69,49.2,55.3
CSE0817,16.9,90.1,6.5,0.5,0.2,2,0,1,35.5,5.82,60.0,52.2
CSE0818,21.2,72.6,7.5,4.3,2.6,6,1,0,41.5,6.47,65.2,47.4
CSE0819,15.6,73.3,6.4,4.4,10.0,2,0,0,13.4,8.03,64.8,30.7
CSE0820,22.5,66.8,3.3,6.6,7.3,2,2,1,82.1,5.27,67.0,82.6
CSE0821,11.4,85.3,6.4,5.7,20.0,0,1,1,10.4,8.19,62.1,35.1
CSE0822,24.9,89.3,9.1,1.4,19.2,1,2,0,49.7,4.99,82.5,62.8
CSE0823,31.1,85.5,7.8,8.3,5.7,1,2,0,31.4,5.3,66.8,36.2
CSE0824,12.5,100.0,8.7,5.6,12.8,4,0,1,37.3,6.65,72.7,43.0
CSE0825,11.9,79.9,5.3,5.6,13.7,2,1,0,82.5,7.52,65.0,69.1
CSE0826,25.2,88.0,12.7,5.0,7.0,5,2,0,59.0,8.66,77.6,53.8
CSE0827,26.1,66.9,3.3,3.4,2.5,3,0,0,35.7,7.26,61.1,36.3
CSE0828,11.3,75.4,10.0,5.7,9.9,3,1,0,43.2,6.93,63.8,27.5
CSE0829,12.1,88.3,12.7,6.4,9.1,5,2,1,39.7,7.84,79.6,71.8
CSE0830,13.0,90.2,9.9,0.0,7.8,3,1,0,54.1,6.24,71.3,54.4
CSE0831,5.6,76.5,7.2,3.4,12.2,3,1,0,58.5,7.35,56.1,46.9
CSE0832,8.6,79.1,5.9,4.2,6.2,5,0,0,92.9,5.88,54.9,60.9
CSE0833,8.0,61.8,12.1,5.8,4.2,4,0,0,16.7,7.29,47.9,28.4
CSE0834,9.6,75.7,2.3,8.6,10.5,1,0,0,54.3,7.06,47.0,53.4
CSE0835,14.8,90.7,4.1,2.7,11.9,4,3,1,48.7,6.32,68.6,54.5
CSE0836,16.6,86.9,6.4,3.5,4.1,3,1,0,73.9,7.38,65.3,58.0
CSE0837,25.9,86.0,13.0,3.5,14.6,1,2,0,62.1,7.37,84.3,69.5
CSE0838,8.0,80.6,9.5,2.6,1.1,3,0,1,66.8,8.49,49.3,53.6
CSE0839,21.9,80.1,4.1,4.0,7.1,2,3,0,61.9,5.43,62.5,35.8
CSE0840,13.5,72.1,6.8,7.3,8.7,3,0,0,36.4,7.12,53.1,31.9
CSE0841,14.7,88.4,5.5,1.8,6.8,1,1,1,79.2,6.36,72.2,44.5
CSE0842,19.7,85.1,5.2,6.3,7.2,1,0,0,71.0,8.16,61.7,49.9
CSE0843,7.1,85.9,11.9,0.0,19.4,2,2,0,73.3,8.03,71.2,37.6
CSE0844,17.7,73.7,2.5,3.3,5.7,4,0,0,80.3,7.76,64.1,34.6
CSE0845,16.2,54.2,14.4,4.0,22.2,2,1,1,63.4,6.43,76.1,84.0
CSE0846,18.4,93.2,11.3,10.0,12.2,2,5,0,84.6,8.17,87.7,83.3
CSE0847,17.0,74.3,12.4,4.2,10.5,4,0,0,62.6,5.52,66.2,51.9
CSE0848,32.2,69.6,6.1,0.0,12.4,2,1,0,50.6,5.29,68.0,56.9
CSE0849,10.5,88.3,7.4,0.0,22.6,3,1,0,54.9,5.8,55.4,53.9
CSE0850,11.3,75.3,2.3,5.1,5.0,4,1,0,54.5,7.16,57.9,53.7
CSE0851,10.6,92.7,5.9,6.8,4.4,5,2,0,44.6,7.94,67.3,40.1
CSE0852,11.1,87.4,10.0,6.1,6.2,3,2,0,87.6,4.0,54.5,61.4
CSE0853,10.5,88.2,13.2,5.5,10.2,2,1,0,60.9,8.66,61.9,48.8
CSE0854,23.3,63.6,3.6,8.5,1.4,5,2,0,56.9,7.34,67.7,46.6
CSE0855,24.9,94.5,6.5,3.4,10.1,4,1,0,62.8,5.48,76.4,69.9
CSE0856,11.0,83.1,7.4,7.7,18.5,1,4,0,100.0,7.31,69.2,73.1
CSE0857,9.2,75.6,2.4,0.1,10.8,5,2,0,32.4,8.4,55.5,51.1
CSE0858,18.3,81.7,10.4,2.3,8.5,2,0,1,38.1,7.86,57.6,41.8
CSE0859,11.1,58.7,5.1,0.0,6.9,3,3,1,27.4,8.41,64.8,57.5
CSE0860,19.4,84.9,7.2,4.2,14.5,2,3,0,50.3,5.7,62.5,47.2
CSE0861,16.4,67.6,6.2,4.9,5.9,10,1,0,59.9,6.74,70.9,50.8
CSE0862,4.4,63.8,4.8,5.3,19.2,4,1,0,45.7,6.18,53.0,39.4
CSE0863,25.8,61.7,8.0,5.2,19.7,3,1,0,44.2,9.09,83.1,59.0
CSE0864,27.6,93.4,7.1,2.2,11.3,4,0,0,57.8,7.9,75.1,68.9
CSE0865,10.7,72.4,6.5,4.4,9.9,5,0,0,45.0,10.0,63.8,57.2
