student_id,department,semester,gender,hostel_or_dayscholar,study_time_preference,learning_style,sleep_quality,stress_level,internet_access_quality,part_time_job,mentor_support,placement_status,study_minutes_per_day,material_prep_minutes_per_week,extracurricular_minutes_per_week,skill_dev_minutes_per_week,attendance_percentage,previous_year_score,previous_semester_gpa,backlogs_count,internal_marks,projects_completed,hackathons_participated,internships_completed,certifications_count,coding_problems_solved,coding_platform_rating,productivity_index,final_score,performance_category
STU2751,CSE,5,Female,Hostel,Night,Auditory,Average,Low,,No,Yes,Not Started,97,312,142,316,78.3,63.8,6.96,0,32,8,1,1,2.0,157,1102,76.83,75.74,Good
STU2752,CSE-DS,7,Male,Hostel,Afternoon,Auditory,Poor,Medium,Average,No,Yes,In Progress,99,266,67,470,76.8,66.2,6.24,1,30,6,2,2,4.0,297,1287,76.74,70.55,Good
STU2753,CSE,5,Male,Hostel,Night,Auditory,Good,Low,Poor,Yes,Yes,Not Started,249,478,394,224,100.0,89.6,9.81,0,44,4,1,1,2.0,8,1145,67.92,87.96,Excellent
STU2754,CSE,5,Male,Day Scholar,Afternoon,Visual,Average,Low,Good,No,No,Not Started,180,274,263,608,78.8,72.1,6.95,0,34,2,2,1,3.0,380,983,79.98,80.03,Good
STU2755,ECE,7,Female,Day Scholar,Afternoon,Visual,Poor,High,Good,Yes,Yes,Placed,253,413,186,147,80.8,64.3,6.34,2,28,6,3,0,4.0,113,1169,61.59,63.19,Average
STU2756,CSE,5,Male,Day Scholar,Night,Auditory,Average,Medium,Good,No,Yes,Not Started,289,464,71,458,89.1,73.2,7.03,1,39,4,0,1,0.0,296,1256,85.37,81.66,Good
STU2757,CSE-AIML,8,Female,Day Scholar,Morning,Kinesthetic,Average,Medium,Good,No,No,Placed,197,224,286,321,76.6,58.7,6.24,3,32,8,8,3,5.0,303,1440,81.65,70.69,Good
STU2758,IT,2,Male,Hostel,Night,Kinesthetic,Good,Low,Good,No,No,Not Started,271,600,8,330,82.4,75.2,7.76,0,35,2,1,0,1.0,23,1012,81.5,79.3,Good
STU2759,CSE-DS,3,Female,Day Scholar,Night,Auditory,Good,Medium,Good,No,No,Not Started,5,395,189,463,75.4,58.4,6.51,0,31,1,1,1,1.0,137,1131,59.68,73.16,Good
STU2760,CSE,6,Male,Day Scholar,Night,Visual,Average,High,Good,No,Yes,Not Started,212,116,63,424,81.8,65.0,5.41,1,34,7,3,0,2.0,208,1174,88.56,71.29,Good
STU2761,CSE,5,Female,Day Scholar,Night,Visual,Average,Medium,Average,No,Yes,Not Started,162,390,167,83,82.4,63.4,6.32,0,32,2,1,0,3.0,63,1064,65.61,76.12,Good
STU2762,CSE,5,Female,Day Scholar,Night,Auditory,Average,Medium,Good,No,Yes,Not Started,315,161,97,191,78.6,82.9,8.55,0,35,1,2,0,3.0,160,852,74.68,88.14,Excellent
STU2763,CSE-DS,4,Female,Hostel,Night,Visual,Good,Low,Average,No,No,Not Started,0,302,5,230,92.8,70.1,7.29,1,34,5,0,0,2.0,75,847,74.93,79.58,Good
STU2764,CSE-AIML,3,Female,Hostel,Night,Visual,Average,Medium,Good,No,Yes,Not Started,114,374,105,278,92.2,65.8,6.37,3,35,2,0,0,2.0,0,948,65.7,70.96,Good
STU2765,CSE,1,Female,Day Scholar,Morning,Kinesthetic,Poor,High,Average,No,Yes,Not Started,61,344,226,439,100.0,69.8,7.07,0,30,0,0,0,3.0,73,855,51.31,79.64,Good
STU2766,ECE,3,Male,Hostel,Morning,Auditory,Poor,High,Good,No,No,Not Started,199,164,329,1,61.2,67.2,6.95,0,34,1,2,0,1.0,7,990,45.73,72.79,Good
STU2767,CSE-AIML,3,Male,Hostel,Night,Visual,Average,Medium,Good,No,No,Not Started,202,139,245,412,73.5,66.3,6.19,2,31,1,0,0,3.0,160,954,69.97,67.62,Average
STU2768,CSE,7,Male,Day Scholar,Afternoon,Visual,Poor,High,Poor,No,No,Placed,183,113,89,363,83.7,73.5,6.89,0,37,7,2,0,6.0,287,1011,57.51,77.17,Good
STU2769,CSE-AIML,7,Male,Hostel,Afternoon,Visual,Good,Low,Average,Yes,No,Placed,252,429,13,501,85.5,73.7,7.75,0,31,6,0,1,0.0,323,996,95.13,80.57,Good
STU2770,CSE-DS,7,Male,Hostel,Afternoon,Auditory,Good,Medium,Good,Yes,No,Placed,279,349,97,63,98.7,82.0,8.2,0,38,5,2,1,4.0,0,994,76.47,83.16,Good
STU2771,CSE,6,Male,Hostel,Afternoon,Auditory,Average,Low,Good,No,Yes,Not Started,212,389,366,313,61.0,66.0,6.55,0,32,7,1,0,4.0,216,1208,85.46,74.25,Good
STU2772,CSE,8,Male,Day Scholar,Night,Visual,Average,Medium,Good,No,No,Placed,60,29,0,356,94.7,68.3,7.14,0,34,9,3,1,4.0,193,1145,74.57,84.47,Good
STU2773,IT,3,Female,Hostel,Night,Kinesthetic,Good,Low,Good,No,No,Not Started,129,331,117,0,73.9,68.0,6.3,0,39,1,1,0,0.0,61,900,63.72,76.49,Good
STU2774,CSE-AIML,6,Male,Day Scholar,Night,Kinesthetic,Good,High,Good,No,Yes,In Progress,241,161,17,202,69.5,65.0,5.72,1,35,4,1,0,4.0,85,1337,80.73,73.95,Good
STU2775,CSE-AIML,5,Female,Hostel,Night,Auditory,Good,Medium,Good,No,Yes,Not Started,202,106,0,97,84.5,70.5,6.73,0,33,1,0,2,0.0,0,904,74.71,80.43,Good
STU2776,CSE-AIML,7,Male,Hostel,Morning,Kinesthetic,Average,Low,Good,Yes,Yes,Placed,122,80,331,173,81.1,69.0,6.64,0,35,2,1,2,4.0,65,1105,74.39,74.17,Good
STU2777,CSE,5,Female,Hostel,Morning,Visual,Poor,Medium,Average,Yes,Yes,Not Started,273,249,129,510,100.0,77.7,7.21,1,37,4,1,0,3.0,208,1071,72.85,74.62,Good
STU2778,CSE,7,Female,Day Scholar,Afternoon,Auditory,Average,Medium,Good,No,No,In Progress,233,210,177,490,90.6,79.6,8.39,0,37,7,4,2,3.0,466,1375,84.69,85.02,Excellent
STU2779,CSE-AIML,2,Male,Hostel,Night,Auditory,Good,Low,Poor,Yes,No,Not Started,271,302,130,264,91.5,82.2,7.96,0,40,1,0,0,2.0,19,953,59.69,79.94,Good
STU2780,CSE,6,Male,Day Scholar,Morning,Kinesthetic,Average,Low,Average,No,No,Not Started,214,253,204,601,78.9,64.3,6.77,1,30,4,1,3,9.0,399,1411,84.26,75.78,Good
STU2781,CSE,6,Male,Day Scholar,Morning,Auditory,Average,Medium,Good,No,Yes,Not Started,115,320,223,253,79.7,70.2,7.91,0,30,4,4,3,1.0,160,1081,69.49,75.46,Good
STU2782,IT,8,Male,Day Scholar,Night,Kinesthetic,Average,Low,Good,No,No,In Progress,311,221,34,85,65.7,73.2,7.53,0,42,4,3,3,2.0,50,860,74.94,80.56,Good
STU2783,ECE,1,Female,Day Scholar,Night,Kinesthetic,Good,Medium,Good,Yes,Yes,Not Started,241,144,327,423,87.3,83.9,7.99,0,38,0,0,0,0.0,97,1069,83.0,85.65,Excellent
STU2784,IT,4,Female,Hostel,Morning,Visual,Average,Medium,Good,Yes,No,Not Started,228,357,274,386,64.9,78.0,7.96,2,35,3,1,0,0.0,109,1146,72.41,71.68,Good
STU2785,IT,3,Male,Hostel,Morning,Kinesthetic,Average,Medium,Average,Yes,No,Not Started,261,307,171,271,69.0,70.3,7.9,2,34,2,0,0,1.0,0,966,75.46,73.53,Good
STU2786,CSE,1,Male,Day Scholar,Night,Kinesthetic,Average,Medium,Good,No,Yes,Not Started,156,239,25,253,83.7,70.5,7.73,1,30,1,0,0,0.0,0,1041,62.2,76.96,Good
STU2787,ECE,6,Male,Day Scholar,Night,Auditory,Poor,High,Average,No,No,In Progress,231,242,24,284,75.3,70.1,8.13,0,37,2,3,1,,215,1261,54.26,80.5,Good
STU2788,CSE,1,Male,Day Scholar,Morning,Visual,Average,Medium,Good,No,Yes,Not Started,170,189,0,403,72.6,64.8,6.28,1,32,2,0,0,0.0,64,876,75.36,70.23,Good
STU2789,ECE,2,Female,Day Scholar,Afternoon,Visual,Average,Medium,Good,No,No,Not Started,113,316,120,405,75.7,68.9,6.67,0,37,1,0,0,0.0,98,951,62.43,74.68,Good
STU2790,ECE,4,Male,Day Scholar,Night,Kinesthetic,Good,Medium,Good,No,Yes,Not Started,59,315,221,432,88.7,62.0,6.52,0,35,2,0,0,2.0,240,1234,74.65,82.06,Good
STU2791,CSE-DS,8,Male,Hostel,Night,Auditory,Good,Low,Poor,Yes,Yes,Placed,0,120,166,250,89.7,70.3,6.48,3,32,6,3,2,0.0,235,943,68.15,65.92,Average
STU2792,ECE,6,Male,Day Scholar,Night,Auditory,Good,Low,Good,No,No,Not Started,214,434,72,264,67.9,68.2,6.88,1,30,3,0,1,3.0,82,937,80.52,70.86,Good
STU2793,CSE-AIML,6,Male,Day Scholar,Night,Auditory,Average,Medium,Poor,No,Yes,Not Started,113,217,0,299,88.3,76.2,7.24,0,38,3,1,1,2.0,160,1081,60.33,79.12,Good
STU2794,CSE,3,Female,Day Scholar,Night,Visual,Average,Medium,Average,No,No,Not Started,134,191,249,133,92.5,69.0,6.38,5,37,2,0,0,2.0,9,1174,60.71,71.04,Good
STU2795,CSE-AIML,8,Male,Hostel,Afternoon,Visual,Average,Medium,Average,No,No,Placed,110,384,52,85,100.0,71.4,6.76,0,37,10,3,3,4.0,74,1102,67.73,81.87,Good
STU2796,CSE-AIML,8,Female,Day Scholar,Morning,Kinesthetic,Poor,High,Average,No,No,In Progress,42,320,0,537,88.3,76.3,7.86,0,35,5,2,1,7.0,408,1117,59.12,83.3,Good
STU2797,CSE,7,Female,Day Scholar,Night,Kinesthetic,Good,Medium,Average,No,No,In Progress,276,305,147,296,57.0,53.7,5.08,1,27,2,4,3,3.0,276,978,80.12,64.36,Average
STU2798,CSE-DS,4,Male,Hostel,Night,Auditory,Poor,High,Average,No,Yes,Not Started,362,316,87,126,90.2,88.0,8.94,0,44,1,2,1,3.0,11,1009,58.73,90.83,Excellent
STU2799,ECE,2,Male,Day Scholar,Night,Kinesthetic,Average,High,Average,No,Yes,Not Started,18,382,200,179,95.3,60.5,6.58,1,28,2,0,0,1.0,111,1062,52.93,72.49,Good
STU2800,CSE,5,Female,Hostel,Morning,Auditory,Good,Low,Good,No,No,Not Started,214,110,65,193,95.5,82.6,8.6,0,40,2,2,0,2.0,51,1008,75.17,89.44,Excellent
STU2801,IT,1,Female,Day Scholar,Night,Visual,Good,High,Good,No,Yes,Not Started,73,167,128,403,98.9,71.0,7.7,0,44,0,0,0,0.0,30,1061,65.85,85.63,Excellent
STU2802,ECE,8,Female,Hostel,Morning,Kinesthetic,Average,Low,Good,No,Yes,Placed,252,427,124,572,98.6,76.2,7.91,0,36,5,2,3,5.0,515,1228,93.47,89.4,Excellent
STU2803,ECE,3,Male,Hostel,Night,Auditory,Poor,High,Good,No,No,Not Started,307,154,92,217,82.3,82.0,8.09,0,42,4,0,1,2.0,144,1164,64.03,85.49,Excellent
STU2804,ECE,6,Other,Hostel,Morning,Visual,Average,Medium,Average,No,No,Not Started,250,109,46,0,84.3,76.9,8.59,0,42,6,2,1,4.0,0,908,67.49,84.46,Good
STU2805,CSE-AIML,5,Male,Day Scholar,Night,Auditory,Average,Medium,Good,Yes,No,Not Started,97,288,219,365,73.5,75.9,7.25,0,34,4,2,0,2.0,226,1416,72.25,75.54,Good
STU2806,ECE,2,Female,Hostel,Night,Kinesthetic,Poor,Medium,Average,No,Yes,Not Started,116,188,154,5,69.2,80.3,7.82,0,38,3,0,0,1.0,25,888,55.88,80.1,Good
STU2807,IT,4,Female,Day Scholar,Afternoon,Auditory,Average,Medium,Good,No,No,Not Started,140,313,125,214,71.4,61.2,5.05,1,29,3,2,0,1.0,89,916,67.3,63.94,Average
STU2808,CSE,8,Male,Day Scholar,Morning,Visual,Average,Medium,Average,No,No,Placed,242,220,114,605,93.2,78.0,7.75,0,41,6,3,1,7.0,500,1402,89.93,89.22,Excellent
STU2809,CSE-AIML,1,Female,Day Scholar,Night,Kinesthetic,Poor,High,Good,No,No,Not Started,160,188,115,19,71.8,66.8,5.61,0,31,1,0,0,0.0,32,1200,40.31,66.03,Average
STU2810,CSE-DS,8,Male,Hostel,Night,Visual,Poor,High,Good,No,No,Placed,242,123,44,168,84.8,73.6,7.03,0,34,4,4,1,5.0,52,1004,54.38,74.83,Good
STU2811,CSE,3,Female,Day Scholar,Afternoon,Kinesthetic,Average,Medium,Good,No,Yes,Not Started,181,300,29,78,88.3,68.7,6.94,1,33,1,1,0,,0,981,63.8,79.16,Good
STU2812,CSE-DS,8,Male,Day Scholar,Morning,Auditory,Good,Medium,Average,Yes,No,Placed,174,212,132,20,89.4,61.9,6.76,0,31,4,0,2,5.0,0,1097,67.27,73.21,Good
STU2813,CSE-DS,8,Female,Hostel,Morning,Visual,Average,Low,Good,No,No,Placed,190,260,171,182,99.2,75.2,7.19,0,39,4,4,1,6.0,105,1218,72.76,81.0,Good
STU2814,CSE,8,Male,Hostel,Night,Visual,Average,High,Good,No,Yes,Placed,176,143,171,246,87.7,74.6,7.94,0,39,7,2,1,5.0,138,1255,74.59,85.86,Excellent
STU2815,CSE-AIML,6,Female,Hostel,Afternoon,Auditory,Average,Medium,Good,No,No,Not Started,39,292,222,531,84.2,63.3,5.56,2,32,7,3,0,3.0,328,1061,73.69,71.68,Good
STU2816,IT,6,Male,Day Scholar,Morning,Visual,Poor,High,Good,No,No,Not Started,94,238,201,196,100.0,79.9,7.61,0,40,4,2,3,2.0,170,1030,46.48,83.65,Good
STU2817,CSE-AIML,5,Male,Hostel,Night,Visual,Good,Medium,Good,No,No,Not Started,328,230,78,400,71.5,78.8,7.85,0,39,5,4,0,0.0,97,1136,83.62,81.47,Good
STU2818,CSE,5,Male,Hostel,Night,Visual,Poor,Low,Good,No,No,Not Started,222,299,377,641,82.5,71.1,7.34,0,32,6,2,1,1.0,309,1171,78.95,78.7,Good
STU2819,CSE,1,Female,Day Scholar,Morning,Visual,Good,Low,Good,No,No,Not Started,342,0,294,694,79.5,72.5,7.82,0,33,0,0,0,0.0,45,1009,86.84,77.1,Good
STU2820,CSE,4,Male,Hostel,Night,Auditory,Good,Low,Good,No,No,Not Started,100,113,22,180,87.7,78.0,7.65,0,38,5,1,0,0.0,120,829,77.51,83.75,Good
STU2821,ECE,2,Female,Day Scholar,Night,Visual,Average,Medium,Good,Yes,No,Not Started,179,217,148,614,87.3,74.3,7.53,0,35,3,0,0,2.0,169,1273,78.99,81.04,Good
STU2822,CSE,7,Male,Day Scholar,Night,Visual,Average,Low,Good,No,No,In Progress,162,256,45,413,66.0,60.6,6.12,0,33,6,0,0,7.0,285,1049,82.8,71.75,Good
STU2823,CSE-DS,4,Female,Hostel,Afternoon,Visual,Average,Medium,Good,No,No,Not Started,85,282,40,549,65.0,62.5,5.88,1,29,2,1,3,2.0,197,856,68.15,65.19,Average
STU2824,CSE,4,Male,Day Scholar,,Kinesthetic,Good,Low,,No,No,Not Started,28,160,90,81,70.9,67.2,7.34,0,40,5,2,0,0.0,122,1010,73.53,79.42,Good
STU2825,CSE,4,Male,Hostel,Morning,Kinesthetic,Average,Medium,Average,No,No,Not Started,90,277,241,226,82.3,73.6,7.89,2,32,3,3,0,2.0,61,954,63.52,75.06,Good
STU2826,IT,7,Male,Hostel,Morning,Auditory,Good,Low,Average,No,No,In Progress,274,191,8,381,67.6,70.4,6.47,2,27,6,3,1,3.0,288,1215,91.33,66.75,Average
STU2827,CSE-DS,1,Male,Day Scholar,Morning,Auditory,Average,Medium,Good,No,No,Not Started,136,148,355,1,63.3,63.8,6.66,0,29,1,0,0,0.0,29,925,55.51,71.02,Good
STU2828,CSE,7,Male,Hostel,Night,Auditory,Average,Low,Good,Yes,No,In Progress,151,309,180,165,71.3,69.8,7.58,0,33,4,2,2,4.0,80,943,71.62,72.64,Good
STU2829,CSE-AIML,1,Male,Day Scholar,Night,Visual,Poor,Medium,Average,No,Yes,Not Started,179,330,0,53,77.3,66.6,6.99,0,34,4,0,0,1.0,64,1200,60.01,73.48,Good
STU2830,CSE,7,Female,Hostel,Night,Kinesthetic,Good,Low,Good,No,Yes,In Progress,194,320,180,221,72.2,79.2,7.36,0,41,3,4,1,5.0,138,891,82.38,81.22,Good
STU2831,CSE-AIML,2,Female,Hostel,Morning,Kinesthetic,Good,Low,Good,No,No,Not Started,152,261,68,252,88.1,68.8,6.32,1,31,4,0,0,1.0,70,1044,77.2,76.91,Good
STU2832,CSE-DS,8,Female,Day Scholar,Night,Auditory,Poor,High,Average,No,No,Placed,145,281,64,858,88.6,70.9,6.6,0,35,5,4,2,9.0,679,1183,76.53,81.76,Good
STU2833,CSE,4,Male,Hostel,Night,Kinesthetic,Average,Low,Good,No,No,Not Started,215,281,221,353,100.0,75.6,7.59,0,34,3,1,2,2.0,73,978,78.43,89.72,Excellent
STU2834,CSE,8,Female,Day Scholar,Afternoon,Auditory,Poor,High,Good,Yes,No,Placed,326,350,125,10,87.3,81.8,7.29,0,44,5,2,1,1.0,0,876,60.35,83.0,Good
STU2835,CSE,1,Male,Hostel,Night,Visual,Poor,High,Good,No,No,Not Started,124,418,88,332,71.2,79.6,8.5,0,35,2,0,0,0.0,55,1031,50.6,76.29,Good
STU2836,ECE,7,Female,Day Scholar,Afternoon,Kinesthetic,Average,Medium,Good,No,No,In Progress,42,368,148,0,85.2,74.0,7.47,0,43,1,0,1,0.0,119,864,50.62,85.41,Excellent
STU2837,ECE,2,Male,Hostel,Night,Visual,Average,Medium,Poor,Yes,No,Not Started,123,71,0,456,82.0,66.6,5.0,2,34,5,0,0,,12,1043,64.61,66.76,Average
STU2838,CSE,7,Male,Hostel,Morning,Visual,Average,Medium,Good,No,Yes,In Progress,171,181,123,470,91.6,75.5,8.64,0,43,3,2,2,3.0,264,947,81.99,90.31,Excellent
STU2839,IT,8,Male,Hostel,Night,Kinesthetic,Average,Medium,Good,No,Yes,Placed,14,445,307,12,88.9,70.1,6.33,1,35,7,6,2,4.0,32,741,62.94,74.01,Good
STU2840,CSE,6,Female,Hostel,Night,Auditory,Average,Medium,Good,No,Yes,Not Started,188,49,0,386,86.4,72.0,7.9,0,32,4,2,1,0.0,208,927,75.93,83.82,Good
STU2841,CSE,2,Male,Day Scholar,Night,Kinesthetic,Average,Low,Average,No,No,Not Started,231,188,152,244,97.5,73.2,7.55,0,43,2,0,0,1.0,28,1022,75.8,88.44,Excellent
STU2842,IT,4,Female,Hostel,Morning,Visual,Average,Medium,Good,No,Yes,Not Started,87,467,148,142,99.1,80.5,8.62,0,45,2,1,0,2.0,77,1168,59.32,87.84,Excellent
STU2843,ECE,3,Male,Hostel,Afternoon,Auditory,Average,High,Good,Yes,No,Not Started,153,99,105,593,72.7,72.8,6.73,0,37,2,2,0,4.0,161,671,72.56,73.88,Good
STU2844,ECE,4,Female,Hostel,Morning,Visual,Good,Low,Good,No,No,Not Started,240,145,0,202,68.9,77.6,7.94,0,41,0,0,1,5.0,121,1263,74.21,81.95,Good
STU2845,CSE-AIML,3,Female,Day Scholar,Night,Auditory,Average,Medium,Average,No,Yes,Not Started,177,227,71,362,64.6,74.2,7.62,0,40,3,0,0,1.0,20,1245,73.65,77.85,Good
STU2846,CSE,2,Male,Day Scholar,Night,Kinesthetic,Good,Medium,Poor,No,Yes,Not Started,194,78,180,230,89.2,84.9,9.1,0,37,2,2,0,0.0,22,1028,66.79,86.46,Excellent
STU2847,IT,6,Male,Hostel,Afternoon,Visual,Poor,Low,Average,No,Yes,Not Started,170,341,271,575,69.5,69.6,6.39,1,31,6,3,0,3.0,232,1312,80.24,74.17,Good
STU2848,CSE,8,Female,Hostel,Morning,Auditory,Average,Low,Good,No,Yes,In Progress,188,303,62,247,76.7,71.1,7.16,0,37,7,2,0,6.0,219,932,83.9,82.46,Good
STU2849,CSE-AIML,6,Male,Hostel,Night,Auditory,Average,Medium,Average,No,Yes,Not Started,322,377,0,168,90.4,79.7,8.39,0,39,7,1,1,2.0,9,993,90.08,86.7,Excellent
STU2850,CSE,1,Male,Day Scholar,Night,Kinesthetic,Average,Medium,Good,No,No,Not Started,231,48,179,298,98.1,76.8,7.13,0,37,0,0,0,1.0,0,1061,65.03,85.89,Excellent
STU2851,CSE-DS,6,Female,Hostel,Morning,Auditory,Average,Medium,Average,No,No,Not Started,0,302,190,40,76.9,71.4,6.48,0,38,6,1,3,0.0,0,970,62.31,76.3,Good
STU2852,CSE,5,Female,Hostel,Afternoon,Auditory,Average,Medium,Good,No,No,Not Started,194,236,64,684,100.0,71.9,6.55,1,37,9,1,1,3.0,262,866,87.47,82.08,Good
STU2853,CSE,2,Male,Day Scholar,Morning,Visual,Poor,Medium,Good,No,Yes,Not Started,338,50,197,596,79.0,79.6,7.71,0,45,3,1,0,0.0,101,1266,71.59,84.62,Good
STU2854,ECE,8,Female,Day Scholar,Night,Kinesthetic,Poor,High,Good,No,No,Placed,184,477,24,257,100.0,71.9,6.91,1,40,8,2,2,4.0,160,1052,58.33,78.48,Good
STU2855,CSE,8,Male,Hostel,Night,Kinesthetic,Average,Low,Good,No,Yes,In Progress,17,121,130,144,69.1,53.6,5.64,0,29,13,4,4,1.0,146,813,80.58,68.19,Average
STU2856,CSE-AIML,1,Male,Day Scholar,Night,Visual,Average,Medium,Good,Yes,Yes,Not Started,88,293,144,203,83.1,60.6,6.18,0,30,0,1,0,1.0,0,771,61.2,68.65,Average
STU2857,CSE,8,Female,Hostel,Afternoon,Visual,Good,Low,Average,No,No,Placed,171,198,22,73,78.5,74.8,7.47,1,37,12,2,3,7.0,0,929,88.26,75.4,Good
STU2858,CSE,6,Male,Day Scholar,Night,Visual,Good,Low,Average,No,No,In Progress,108,309,121,178,91.8,62.7,5.93,1,34,11,0,2,2.0,94,1115,89.13,75.21,Good
STU2859,CSE,2,Male,Hostel,Afternoon,Auditory,Average,Medium,Good,Yes,Yes,Not Started,325,175,95,186,76.3,70.1,7.03,0,38,1,1,0,0.0,11,1278,73.97,75.45,Good
STU2860,CSE,4,Female,Hostel,Morning,Kinesthetic,Average,Medium,Good,No,No,Not Started,84,344,0,58,90.8,67.1,7.01,0,37,0,1,1,1.0,0,989,50.43,78.94,Good
STU2861,IT,6,Female,Day Scholar,Night,Kinesthetic,Poor,High,Average,Yes,Yes,Not Started,175,425,51,521,88.7,64.1,5.57,1,29,8,0,1,3.0,289,1309,71.2,68.73,Average
STU2862,CSE,7,Female,Hostel,Afternoon,Kinesthetic,Good,Medium,Good,No,Yes,In Progress,179,255,120,277,100.0,69.6,6.65,2,32,3,2,0,3.0,169,1096,80.85,78.74,Good
STU2863,ECE,3,Female,Hostel,Afternoon,Auditory,Average,Medium,Good,No,No,Not Started,319,44,166,401,67.3,72.1,7.42,0,36,6,0,1,0.0,130,988,86.52,79.82,Good
STU2864,CSE-AIML,2,Female,Hostel,Night,Kinesthetic,Good,Low,Good,No,Yes,Not Started,172,93,87,236,88.5,73.2,7.45,0,37,1,1,0,2.0,28,1058,73.43,82.64,Good
STU2865,CSE-AIML,8,Male,Day Scholar,,Kinesthetic,Average,Medium,Good,No,No,Placed,282,455,189,79,100.0,81.9,8.38,0,43,6,0,1,2.0,45,1030,71.14,92.73,Excellent
STU2866,CSE-AIML,1,Male,Hostel,Night,Kinesthetic,Average,Medium,Average,No,No,Not Started,157,309,216,197,90.5,80.0,7.68,0,41,1,0,0,0.0,57,963,61.97,79.52,Good
STU2867,CSE-AIML,4,Female,Day Scholar,Night,Kinesthetic,Average,Medium,Good,No,Yes,Not Started,168,216,118,174,97.8,67.3,6.77,0,33,0,0,1,2.0,35,848,62.33,80.17,Good
STU2868,IT,5,Male,Hostel,Night,Visual,Average,Medium,Good,No,No,Not Started,146,371,334,491,69.3,77.6,7.8,2,33,4,0,0,4.0,186,1217,75.87,75.59,Good
STU2869,CSE,4,Female,Hostel,Morning,Auditory,Poor,Medium,Good,Yes,No,Not Started,23,203,215,562,64.3,56.7,5.9,4,22,3,0,0,2.0,235,1145,56.82,50.63,Average
STU2870,CSE,6,Female,Hostel,Afternoon,Kinesthetic,Poor,Low,Good,No,No,Not Started,270,347,135,44,91.0,76.0,7.65,0,35,5,1,0,4.0,0,1370,67.6,84.06,Good
STU2871,IT,3,Male,Hostel,Morning,Kinesthetic,Average,Medium,Good,No,Yes,Not Started,244,11,49,271,91.2,73.1,7.14,0,35,3,3,0,3.0,0,810,71.78,80.75,Good
STU2872,ECE,4,Female,Day Scholar,Afternoon,Kinesthetic,Poor,Medium,Average,No,Yes,Not Started,178,189,192,293,67.5,64.3,6.09,0,37,2,5,0,1.0,249,1092,61.01,75.26,Good
STU2873,IT,5,Male,Day Scholar,Night,Kinesthetic,Good,Low,Good,Yes,Yes,Not Started,137,138,88,189,79.4,59.3,5.53,0,29,7,3,2,2.0,133,1242,97.11,76.34,Good
STU2874,CSE-AIML,7,Male,Hostel,Afternoon,Kinesthetic,Good,Low,Good,No,No,In Progress,69,69,60,222,78.2,64.4,5.64,1,34,5,3,0,3.0,53,985,77.92,74.15,Good
STU2875,IT,1,Other,Hostel,Afternoon,Visual,Average,High,,No,Yes,Not Started,131,156,6,301,82.1,70.6,6.91,0,38,1,1,0,2.0,48,1264,50.6,78.42,Good
STU2876,CSE-AIML,2,Male,Day Scholar,Night,Visual,Poor,High,Average,No,Yes,Not Started,176,220,79,53,78.8,69.1,6.08,0,34,2,0,0,3.0,0,1047,46.21,70.48,Good
STU2877,CSE-AIML,3,Male,Day Scholar,Night,Auditory,Good,Low,Good,No,No,Not Started,208,168,0,331,82.7,69.0,6.76,1,34,2,0,1,1.0,78,868,76.85,76.61,Good
STU2878,CSE,5,Male,Day Scholar,Night,Auditory,Average,Medium,Poor,Yes,No,Not Started,222,299,284,370,99.9,79.4,6.91,0,38,4,0,1,5.0,198,1265,65.87,78.96,Good
STU2879,CSE-AIML,8,Female,Day Scholar,Afternoon,Kinesthetic,Average,Medium,Good,No,No,Placed,97,251,133,53,91.6,69.5,7.45,0,33,3,1,1,8.0,106,704,55.4,81.15,Good
STU2880,CSE,6,Female,Hostel,Night,Kinesthetic,Good,High,Good,No,Yes,Not Started,101,179,33,579,75.9,72.8,7.71,0,31,3,1,2,,318,1153,81.94,83.04,Good
STU2881,CSE,6,Female,Day Scholar,Night,Visual,Poor,High,Average,No,No,Not Started,173,379,139,276,100.0,77.9,7.86,1,42,4,4,2,2.0,172,952,55.6,82.65,Good
STU2882,IT,6,Female,Hostel,Afternoon,Auditory,Average,Medium,Good,No,Yes,In Progress,149,330,131,571,80.1,71.9,6.18,4,40,4,0,0,1.0,401,1120,80.66,71.15,Good
STU2883,CSE,8,Male,Hostel,Morning,Kinesthetic,Good,Low,Good,No,Yes,Placed,240,283,298,334,83.2,82.0,8.11,0,37,2,2,1,4.0,288,1137,83.44,87.38,Excellent
STU2884,CSE,8,Female,Day Scholar,Afternoon,Kinesthetic,Good,Medium,Good,No,Yes,Placed,53,92,220,297,82.1,67.2,6.82,0,30,5,4,0,4.0,326,1282,75.35,82.04,Good
STU2885,CSE,3,Female,Day Scholar,Night,Kinesthetic,Average,Medium,Average,No,No,Not Started,231,279,39,497,79.0,71.7,6.66,0,39,1,1,0,1.0,174,1249,71.26,81.66,Good
STU2886,ECE,4,Male,Day Scholar,Morning,Auditory,Poor,High,Good,Yes,Yes,Not Started,185,315,27,358,80.8,74.0,6.4,0,34,3,0,0,4.0,136,1050,61.44,70.96,Good
STU2887,CSE-AIML,3,Male,Hostel,Night,Visual,Good,Medium,Good,No,No,Not Started,124,341,223,51,61.5,63.7,7.31,0,28,2,1,0,1.0,36,867,66.57,72.71,Good
